"CompanyName_E","Region_Name_E","Circle_Name_E","Division_Name_E","DC_Name_E","Region_Name_E-2","gis_feeder_id","description_of_work","tkc_apply_date","pma_apply_date","dgm_apply_date","je_apply_date","gm_apply_date","gm_cert_apply_date"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","254779","HANDIYA LT CABLE AUG NARMADA MANDIR WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266048","Conversion of LT Line : NAYAPURA LT CABLE AUG DHIMAR MOHALLA WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","264806","LT augmentation work sultanpur","2026-03-19",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266108","Conversion of LT Line : NAYAPURRA LT CABLE AUG DR DEEPAK WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","203417","NANDRA ADDISTIONAL DTR LALIT PATEL KE GHAR PASS","2026-03-21",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","241505","Additional DTR RamtekRyt2","2026-03-21",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266113","Conversion of LT Line : NAYAPURRA LT CABLE AUG BAJAR WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265650","JOGA LT CABLE AUG REST HOUSE WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265554","JOGA LT CABLE AUG ROAD WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266170","Conversion of LT Line : UCHAN LT CABLE AUG MANGAL SINGH WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","253904","LT Cable Augmentation Jhanda Chowk -2 wala 0482","2026-03-18","2026-03-29",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Shivpuri","O&M Division Pichhore","Pichhore (R) DC","Gwalior","217902","new s/s Garetha","2026-03-10","2026-03-10","2026-03-18","2026-03-11","2026-03-26","2026-03-26"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","264697","Conversion of LT Line : CABLE AUG. UMARDHA GAON WALA","2025-09-06","2025-09-07",NULL,"2026-03-12",NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Bhind","O&M Division Bhind","Bhind Water Work City Zone","Gwalior","216688","Etawah Road Substation","2026-02-14","2026-02-26","2026-03-11","2026-02-26","2026-03-11","2026-03-11"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","266105","Conversion of LT Line : 25 KVA COLONY WALA PADWA CABLE AUG.","2025-05-18","2025-05-18","2026-03-10","2026-03-09","2026-03-15","2026-03-15"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Karahal DC","Gwalior","240658","feeder separations ranipur abadi","2025-06-26","2025-06-26","2025-06-26","2025-06-24","2025-06-26","2025-06-26"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","268251","Conversion of LT Line : SONKHEDI LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","265003","100 KVA GAON WALA JHADWIDA CABLE AUG.","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","262911","DUMLAY LT CABLE AUG BADA KUA WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262801","cable agumentation membar wala pokharni","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","242377","cable augumentation 377 fokatpura nimacha kala","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","262859","Conversion of LT Line : AMSAGAR VILLAGE CONDUCTER TO CABLE","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","257563","100 KVA BAJRANG MANDIR MOHANPUR CABLE CONVERSION","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","242378","cable augumentation 286 kirar bhadugaon","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","262643","DAGAWANEEMA LT CABLE AUG HARIJAN BASTI DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255540","Cable aug.low to high 100kva muhadiya gaon wala","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","252008","Bare low cable to high cable 63kva beldar wala dha","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","64029","Feeder Sepration : FEEDER SEPR. OF EXISTING 11KV RAIPURA MIX FEEDER","2025-09-23","2025-09-27","2026-02-14","2026-02-14","2026-02-24","2026-02-24"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241814","CABLE AUGUMENTAION 4544410226 KRISHNAKUNJ COLONY","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","256932","LT line augmentation bade kua ke pass bamangaon","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","256394","LT bare conductor to cable Damodarpura 803","2026-03-18",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","201336","JIJGAON ADDISTIONAL DTR KHAL KE PASS","2026-03-21",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","267263","Conversion of LT Line : CHOTI HARDA LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","242414","LT BARE CONDUCTOR TO CABLE BHAVARDA MAL(191)","2026-03-18",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255559","Bare conductor to ab cable 200 kva new bus stand w","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","257635","LT CABLE AUGGUMTETION sindha baba wala 63 KVA 0688","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","244771","Conversion of LT Line : Dgawashankar Additional DTR 63KVA Nadi k pass","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264015","BAIDI LT CABLE AUG KANI BHOT WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","262669","Conversion of LT Line : 63 KVA KALPI VILLAGE WALA CABLE CONVERSION","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","264030","DEVTALAV LT CABLE AUT BAIDI ROAD WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","285601","Conversion of LT Line : BHUNNAS LT CABLE AUG SARPANCH TAPPAR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","HARDA(T)","Bhopal","64394","Hardul baba bare conductor to cable conversion","2026-03-19","2026-03-29",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","248437","Conversion of LT Line DTR LAXMIKUND WALA Cable Aug","2026-03-19","2026-03-29",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","244553","Conversion of LT Line : Kalakund 25 kva cakki wala d To Aug. Cable 95sq.mm","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243065","lt cable aug work holi chowk 25kva kartana","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","64256","ADDITIONAL GANESH MANDIR KE PASS HANDIYA DTR","2026-03-19",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","220970","11 KV BIFURCATION BHAWARTALAV PUMP","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241798","CABLE AUGUMENTATION 45444100015 SEONI ROAD","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","242984","Cable augmentation krisna kunj colony 2","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243524","additional dtr village raibor 100 kva","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","243738","100 KVA RAMDAYAL WALA ADDITIONAL","2026-03-19","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","256496","dinesh wali lt survey lachora","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","254824","lt survey ramesh seth jaloda","2026-03-19","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","252898","LT CABLE BHAVRAS KAILASH WALI","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","244137","LT CABLE WORK CHIPANER 63 KVA SE","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","244186","LT CABAL WORK CHHIPANER 100 KVA","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243536","lt cable work village khartalay 63kva","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","264213","AUG.LT CABLE BAFLA GAONWALA","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","203513","ADDITIONAL MAKTAPUR REKHA WALA","2026-03-21","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","258329","LT Cable Augmentation talab wala 25 kva 0393","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","218946","Additional kukdapani","2026-03-21",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","266846","Conversion of LT Line : LT Cable Augmentation Dholgaon Khurd 2 No DTR","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","212793","ADDITIONAL AARIYA WALA","2026-03-20","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","262110","Bare conductor to ab cable 25kva fakir mohalla wal","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Morena","O&M Division Morena-II","Hetampur DC","Gwalior","48780","33 kv Badagaon/33 kv new line/ 33/11 kv substation","2026-03-26","2026-03-28","2026-04-06","2026-04-01","2026-04-13","2026-04-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255675","Survey for New LT line 25 kva balmukund gour wala","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","256419","Bare conductor to ab cable 25kva bus stand wala","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","255249","100 KVA SANTOSH WALA SHARADPUR","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Gwalior","O&M Division Dabra","Dabra Rural DC","Gwalior","221769","Revised 33/11KV SS Simariya Tal 17.06.2022","2026-01-29","2026-01-29","2026-04-01","2026-03-30","2026-04-02","2026-04-02"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","256229","Conversion of LT Line : Aug. Cable 35sqmm to 70sqmm in dholpur on16kva dtr","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Gwalior","O&M Division Dabra","Dabra Rural DC","Gwalior","63587","New 3311KV SS Salwai 06 02","2026-01-29","2026-01-29","2026-04-01","2026-03-30","2026-04-02","2026-04-02"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254769","Cable aug.low to high 100kva gaon wala pipliya","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254325","cable aug. low to high cable 63 kva sarpanch wala","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Karahal DC","Gwalior","223740","feeder seperation pahela abadi","2025-01-09","2025-01-29","2025-01-29",NULL,"2025-07-02","2025-07-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Awari DC","Gwalior","222170","Feeder Sepration : separation of 11 kv Tokli mix feeder","2025-09-02","2025-09-02","2026-02-13","2025-09-29","2026-02-24","2026-02-24"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Guna","Bajrangarh DC","Gwalior","240863","Fdr. sep.of 11kv mix tillikheda and Rasulpur","2025-01-29","2025-03-27","2025-03-27",NULL,"2025-03-28","2025-03-29"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241796","CABLE AUGUMENTATION 4544410223 RENUKA GARDAN","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241843","CABLE AUGUMENTATION 4544410203 BAHAR PURA","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","285571","BHUNNAS ADDISTIONAL DTR KAMAL SIROHI KE GHAR PASS","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","269532","Conversion of LT Line : NANDRA LT CABLE AUG BALRAM RATHI WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","241578","Additional dtr at Manoj Malviya ke khale ke pass b","2026-03-21","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","269530","GHODAKUND ADDTIONAL DTR ANIL KE GHAR PASS","2026-03-21","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266006","Conversion of LT Line : KOLWA LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","248877","CABLE AUGUMENTATION BHURALI TAPPAR PIPLYA MAFI","2025-06-02","2025-06-06","2025-12-05","2025-09-24","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","267360","CHOTI HARDA ADD DTR RAJU KAMEDIYA KE GHAR PASS","2026-03-21","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241861","CABLE AUGUMENTATION 4544410375 INDRA COLONY","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241887","CABLE AUGUMENTATION 128 VILLAGE 200 CHHIDGAON","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","246175","CABLE AUGUMENTATION GUTHAN WALA SOHAGPUR","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
