"CompanyName_E","Region_Name_E","Circle_Name_E","Division_Name_E","DC_Name_E","Region_Name_E-2","gis_feeder_id","description_of_work","tkc_apply_date","pma_apply_date","dgm_apply_date","je_apply_date","gm_apply_date","gm_cert_apply_date"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Guna","O&M Division Guna","Rampur DC","Gwalior","219215","11 kv rampur abadi bifurcation","2025-01-29","2025-03-27","2025-03-27",NULL,"2025-03-28","2025-03-29"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","266244","LT augmentation work kharpa","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Awari DC","Gwalior","226365","extension of Bhaisarwas abadi feeder","2025-10-08","2025-10-08","2025-10-08",NULL,"2025-10-08","2025-10-08"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","218790","INTER HASANPURA TO IMLIDANA","2025-02-28","2025-02-28","2025-03-02",NULL,"2025-03-04","2025-03-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","266987","Conversion of LT Line : LT Cable Augmentation Dholgaon kala 2 No DTR","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","211209","LT NEW NAHALI ROAD SOMGAON","2025-05-17","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","215605","INTERCONNECTION BEETWEEN COLLEGE TO NIMACHA ANATH","2025-09-06","2025-09-07","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","257213","LT line augmentation school ke pass kelanpur","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266049","Conversion of LT Line : NAYAPURA LT CABLE AUG PANI TANKI WALA DTR","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","264701","LT augmentation work colony kukrawad","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","256966","LT line augmentation Panchayat wali khamapadva","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","264842","LT augmentation work kanarda","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","265652","LT augmentation work Bhatparetiya","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","254117","cable aug. low to high cable 25 kva govind sutar w","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","255067","LT line augmentation Arun water plant rupiparetiya","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","242256","new Lt cable","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","261927","lt survey shaitan kathdi","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253470","Bare low cable to high cable 63 kva bawadiya no.2","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253740","Bare low cable to high cable 200 kva gaon amasel w","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","255092","LT line augmentation Bajrang mandir rupiparetiya","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","265932","LT augmentation work Jijgaon khurd","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243235","cable agumentation work school wali kartana","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253795","Bare low cable to high cable 100 kva purana bus st","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","262800","lt augu anter nayagaon","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","252172","LT CAABE WORK VILAGE KUHIGWADI","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","218683","Additional Richariya","2025-05-17","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","257579","100 KVA SCHOOL JHALLAR CONDUCTER TO CABLE","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","262915","Conversion of LT Line : 25 KVA SCHOOL WALA CHHIDGAON CABLE AUG","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","63040","200 KVA BAZAR WALA CABLE CONVERSION","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255211","Bare conductor to ab cable 200 kva ramdayal baba w","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","256492","lt suevey lachora kishor wali","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","257249","100 KVA PATEL WALA JHADPA CABLE AUG.","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","253395","Bare low cable to high cable 63 kva bawadiya gaon","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","264049","lt cable aug jamna wala se bajania village","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","241493","Additional DTR Deepgaon nahar par Tola","2025-05-17","2025-05-17",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","250847","Bare conductor to ab cable 25kva pani ki tanki wal","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","285638","Conversion of LT Line : AADAMPUR LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","241503","Additional DTR Kukdapani2","2026-03-21",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","227164","Police choki kartana talab ke pas 63 kva additaion","2025-05-17","2025-05-17","2025-12-08","2025-11-05","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","202630","ADD. GIRJASHANKAR GOPALPURA","2026-03-21","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","207975","ADD. SUNDARPANI WALA","2026-03-21","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","200308","ADDITIONAL JUNAPANI SHANTILAL WALE","2026-03-21","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","209032","AALANPUR ADDISTIONAL DTR COLONY","2026-03-19",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","241549","Additional dtr at ramkrishna dongre ke pass barkal","2026-03-21","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","243554","Additional nahar wala 63 kva","2025-06-02","2025-06-06","2025-12-03","2025-08-21","2025-12-10","2025-12-10"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","200982","ADDITIONAL 100KVA PALIWAL WALA JHADTALAI","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","200436","KUNJARGAON ADDISTIONAL DTR RIJGAON ROAD","2026-03-21","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","242811","Additional Ganesh wala 100 kva","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","269542","Conversion of LT Line : GODAKUND LT CABLE AUG GAON WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265929","Conversion of LT Line : MAIDA LT CABLE CHOTI MAIDA SCHOOL WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","254278","KAKRDA LT CABLE AUG CHAKKI WALA","2026-03-19","2026-04-24",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Toomen DC","Gwalior","242313","Feeder Sepration : Amahi DLF","2026-02-17","2026-02-17","2026-02-24","2026-02-16","2026-02-24","2026-02-24"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","254997","100 KVA DWARKA WALA BAHADARPURA ADDITIONAL","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","220441","Additional Chikalpat","2026-03-20",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","242457","LT BARE CONDUCTOR TO CABLE SONPURA(293)","2026-03-19",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","242449","LT BARE CONDUCTOR TO CABLE SONPURA(292)","2026-03-19",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Masangaon D/C","Bhopal","257863","New LT cable 95sq.mm.Bamangaon","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","251183","Bare conductor to ab cable 63 kva forest wala","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","255221","Bare conductor to ab cable 25kva high school wala","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Masangaon D/C","Bhopal","264110","Aug.LT Cable 25 kva Hemantwala Barangi","2026-03-18","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","257158","LT AUGGUMTETION EIT BHATTA WALA 63 KVA 0144","2026-03-18","2026-03-29",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","255048","lt survey gajraj wala ,shamshabad","2026-03-19","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","254722","lt cable survey bichhapur 63 kva","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","254569","LT line survey DWARKA NEW LACHHORA","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","242038","LT BARE CONDUCTOR TO CABLE RAMTEK","2026-03-18",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","243533","LT CONDUCTOR TO cable","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","244151","INTERCONNECTION OF BAJANIA BAGWAD","2026-03-19","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","266256","LT augmentation work dhurgada","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Shadora DC","Gwalior","222194","Feeder Sepration : Bamorital feeder separation work","2025-09-30","2025-09-30","2025-09-30",NULL,"2025-09-30","2025-09-30"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Naisarai DC","Gwalior","241630","11kv FS Barkheda Nai abadi","2025-10-01","2025-10-01","2025-10-01",NULL,"2025-10-01","2025-10-01"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","212169","LT CABLE BEED","2026-03-18","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68760","ADDITIONAL 100KVA KUWAR SINGH ANDHEIKHEDA","2025-07-15","2025-07-15","2025-11-04","2025-09-24","2025-11-04","2025-11-04"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","229215","ADDITIONAL DTR FOR PUM SEPARATION","2025-07-15","2025-07-15","2025-11-10","2025-09-24","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","63950","additional nimacha 63kva school ke pass","2025-07-15","2025-07-15","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","241853","CABLE AUGUMENTATION 4544410180 BALAJI PURAM 1","2025-07-15","2025-07-15","2025-11-06","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","255172","LT line augmentation rupiparetiya colony","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265859","Conversion of LT Line : MALPONE LT CABLE AUG TAPPAR WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","265973","Conversion of LT Line : SIGON LT CABLE AUG PIPAL WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","241533","Additional dtr at middle school rupiparetiya","2026-03-20","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","254215","LT augmentation work ranhaikala","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","266257","Conversion of LT Line : ABGAONKHURD LT CABLE AUG CHOUK WALA DTR","2026-03-18","2026-04-24",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","256340","LT line augmentation choti sukhras","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","242372","cable augumentation 284 undrakach road sotada","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","266984","Conversion of LT Line : LT Cable Augmentation Neemsarai 3 No DTR","2026-03-19","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262797","cable agumentation kailash wala pokharni","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","242393","LT BARE CONDUCTOR TO CABLE GOPALPURA(204)","2026-03-18",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","243376","lt cable agumentation work bandhu camp dtr kartana","2026-03-18","2026-03-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","242374","cable augumentation 387 gaon andherikheda","2026-03-18","2026-03-20",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","256863","100 KVA FULDI GAON WALA CABLE CONVERSION","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","242709","Additional DTR at near Bharat mata chouk palasner","2026-03-21","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","243100","Additional DTR at bhura Bhai ke pass bundra","2026-03-21","2026-04-06",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Eshagarh DC","Gwalior","60320","EXTENSION OF EXISTING 11K JAGANKHEDI MIX FEEDER","2026-04-16","2026-05-04",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","243089","Additional DTR at near main road bundra","2026-03-19","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","212509","HANDIYA ADDISTIONAL DTR POLICE THANA","2026-03-19","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","278467","100 KVA JHADWIDA GAON WALA DL ADDITIONAL","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","242996","Additional DTR at rambabu ke ghar ke pass balagaon","2026-03-19","2026-03-29",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68840","ADDITIONAL 100KVA UPENDRA GADRE WALA BARJA","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","68751","ADDITIONAL 100 KVA SANJU KIRAR BHADUGAON","2026-03-19","2026-03-19",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","266253","Additional DTR at kharpa malviya ke ghar ke pass","2026-03-19","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Charuwa D/C","Bhopal","219961","Additional Aaraiya","2026-03-20","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Masangaon D/C","Bhopal","64320","ADDI DTR WITH NEW 11 KV LINE thakurmohlla barangi","2026-03-19","2026-03-28",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Kartana D/C","Bhopal","24817","LT Con. & Aug.","2026-03-18","2026-03-19",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Piprai DC","Gwalior","255413","Feeder Sepration : FS malawani semari DLF","2025-01-23","2025-07-15",NULL,NULL,NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Bhadurpur DC","Gwalior","206768","Athaikheda gramin new 11Kv line","2025-09-30","2025-09-30","2025-09-30",NULL,"2025-09-30","2025-09-30"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","252058","Bare conductor to ab cable 25kva chamar khedi wala","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-05","2025-11-05"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Timarni D/C","Bhopal","262787","cable agumentation gangavishan wala pokharni","2025-07-15","2025-07-16","2025-11-04","2025-09-24","2025-11-06","2025-11-06"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","242166","Additional jin wala 200 kva","2025-07-15","2025-07-15","2025-11-10","2025-09-24","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","264484","LT augmentation work Kukrawat","2026-03-18","2026-04-06",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Rehatgaon D/C","Bhopal","263539","63 KVA BUS STAND WALA CABLE AUG.","2026-03-18","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","250156","Bare conductor to ab cable 63 kva rampuri gaon wal","2026-03-19","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","200414","ABGAON KALA ADDITIONAL DTR RAMDEV BABA MANDIR","2026-03-21","2026-04-25",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","210395","RELWA ADDISTIONAL DTR GOUR MOHLLA","2026-03-21",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","228579","NEW ADDI KALDHAD ROAD 200 KVA","2026-03-19","2026-03-29",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","218454","11 kv khedineema feeder","2026-03-20","2026-03-21",NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda North D/C","Bhopal","203544","INTERCONNECTION DHANGAON JHALWA PUMP MUKESH PATEL","2026-03-20",NULL,NULL,NULL,NULL,NULL
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda South","Sirali Distribution Center","Bhopal","240358","Additional dtr hc school 200 kva","2025-06-02","2025-06-06","2025-12-03","2025-08-07","2025-12-10","2025-12-10"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Morena","O&M Division Morena-II","Noorabad DC","Gwalior","48274","33/11 kv sub station kharagpur","2026-03-26","2026-03-28","2026-04-06","2026-03-29",NULL,NULL
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Mungawli","Piprai DC","Gwalior","230873","Feeder Separation: Feeder Sepration : FS 11 KV Malawani-semritanki DLF","2025-10-01","2025-10-01","2025-10-01","2026-03-25","2025-10-01","2025-10-01"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Ashoknagar","O&M Division Ashoknagar","Naisarai DC","Gwalior","241626","Feeder Sepration : 11 kv FS Rusalla Bujurg abadi","2025-10-01","2025-10-01","2025-10-01","2026-02-18","2025-10-01","2025-10-01"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur North","Dhoti DC","Gwalior","46434","Tapping of 33 kv Dhonti FDR for Pachipura ss","2025-03-11","2025-09-02","2025-09-04","2025-09-03","2025-09-04","2025-09-04"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Baroda DC","Gwalior","48517","33 kv hirnikheda line and 11 kv hirnikheda pump","2025-03-11","2025-03-21","2025-06-18","2025-06-11","2025-06-18","2025-06-20"
"M/s UNIVERSAL MEP PROJECTS & ENGINEERING SERVICES LIMITED","Gwalior","O&M Circle Sheopur","O&M Division Sheopur South","Baroda DC","Gwalior","65023","verdha bhukari abadi 1","2025-06-18","2025-06-18","2025-06-18","2025-06-11","2025-06-18","2025-06-20"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Harda South D/C","Bhopal","265603","Interconnection kotlyakhedi to Bhatparetiya","2025-09-06","2025-09-07","2025-11-10","2025-09-23","2025-11-13","2025-11-13"
"K K Construction Co","Bhopal","O&M Circle Harda","O&M Division Harda North","Khirkiya D/C","Bhopal","241227","New Addi Sambhu Beragi Dtr 63KVA","2025-09-06","2025-09-07","2025-11-10","2025-09-25","2025-11-13","2025-11-13"
